source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
GO:BP,GO:0065007,biological regulation,2.1369301980364682e-20,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,188,173,20972,0.9202127659574468,0.013511402686660418,query_1,['GO:0008150'],19.670209663658433,0.9202127659574468,0.013511402686660418
GO:BP,GO:0040012,regulation of locomotion,2.372262141930031e-20,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1046,188,49,20972,0.26063829787234044,0.04684512428298279,query_1,"['GO:0040011', 'GO:0050789']",19.624837321840975,0.26063829787234044,0.04684512428298279
GO:BP,GO:0035556,intracellular signal transduction,2.4067020062634108e-20,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2963,188,81,20972,0.4308510638297872,0.02733715828552143,query_1,['GO:0007165'],19.618577679998012,0.4308510638297872,0.02733715828552143
GO:CC,GO:0120025,plasma membrane bounded cell projection,2.7566948657056764e-20,True,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",2449,187,72,22155,0.3850267379679144,0.02939975500204165,query_1,['GO:0042995'],19.559611302618965,0.3850267379679144,0.02939975500204165
GO:BP,GO:0030335,positive regulation of cell migration,2.7600993840071836e-20,True,"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]",544,188,37,20972,0.19680851063829788,0.06801470588235294,query_1,"['GO:0016477', 'GO:0030334', 'GO:2000147']",19.559075279837383,0.19680851063829788,0.06801470588235294
GO:BP,GO:0098657,import into cell,2.880881371224238e-20,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",958,188,47,20972,0.25,0.049060542797494784,query_1,['GO:0006810'],19.540474624705855,0.25,0.049060542797494784
GO:BP,GO:0040017,positive regulation of locomotion,3.66321151072317e-20,True,"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]",586,188,38,20972,0.20212765957446807,0.06484641638225255,query_1,"['GO:0040011', 'GO:0040012', 'GO:0048518']",19.43613800481676,0.20212765957446807,0.06484641638225255
GO:BP,GO:0016477,cell migration,4.877662208122842e-20,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1532,188,58,20972,0.30851063829787234,0.037859007832898174,query_1,['GO:0048870'],19.31178827909976,0.30851063829787234,0.037859007832898174
GO:BP,GO:0006952,defense response,5.509838185656425e-20,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1883,188,64,20972,0.3404255319148936,0.033988316516197555,query_1,['GO:0006950'],19.258861155432864,0.3404255319148936,0.033988316516197555
GO:BP,GO:0003013,circulatory system process,6.011780678606258e-20,True,"""An organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",595,188,38,20972,0.20212765957446807,0.06386554621848739,query_1,['GO:0003008'],19.220996871699317,0.20212765957446807,0.06386554621848739
WP,WP:WP4298,Acute viral myocarditis,1.9643569715946172e-19,True,Acute viral myocarditis,85,169,24,8899,0.14201183431952663,0.2823529411764706,query_1,['WP:000000'],18.706779587472468,0.14201183431952663,0.2823529411764706
GO:BP,GO:0009966,regulation of signal transduction,4.335133485361559e-19,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3031,188,80,20972,0.425531914893617,0.026393929396238865,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']",18.362997525393443,0.425531914893617,0.026393929396238865
GO:BP,GO:0045595,regulation of cell differentiation,4.584833376637859e-19,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1549,188,57,20972,0.30319148936170215,0.036797934151065206,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']",18.338676442964875,0.30319148936170215,0.036797934151065206
GO:BP,GO:0048870,cell motility,6.674611761568201e-19,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1794,188,61,20972,0.324468085106383,0.03400222965440357,query_1,['GO:0009987'],18.17557399059443,0.324468085106383,0.03400222965440357
GO:BP,GO:0009653,anatomical structure morphogenesis,6.7555015413496965e-19,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2699,188,75,20972,0.39893617021276595,0.027788069655427936,query_1,"['GO:0032502', 'GO:0048856']",18.17034240259238,0.39893617021276595,0.027788069655427936
GO:BP,GO:0048878,chemical homeostasis,9.834405458986091e-19,True,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",951,188,45,20972,0.2393617021276596,0.0473186119873817,query_1,['GO:0042592'],18.007251890313672,0.2393617021276596,0.0473186119873817
GO:BP,GO:0051094,positive regulation of developmental process,1.1280365639049007e-18,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1305,188,52,20972,0.2765957446808511,0.03984674329501916,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']",17.947676823008017,0.2765957446808511,0.03984674329501916
GO:BP,GO:0006812,monoatomic cation transport,1.1873661891889329e-18,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",1052,188,47,20972,0.25,0.04467680608365019,query_1,['GO:0006811'],17.92541532197366,0.25,0.04467680608365019
GO:BP,GO:0019725,cellular homeostasis,1.5292655693187357e-18,True,"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]",738,188,40,20972,0.2127659574468085,0.05420054200542006,query_1,['GO:0042592'],17.815517089293593,0.2127659574468085,0.05420054200542006
GO:BP,GO:0009607,response to biotic stimulus,1.6685202873490613e-18,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1652,188,58,20972,0.30851063829787234,0.035108958837772396,query_1,['GO:0050896'],17.777668508439703,0.30851063829787234,0.035108958837772396
GO:BP,GO:0007165,signal transduction,1.7600366966755848e-18,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6063,188,115,20972,0.6117021276595744,0.01896750783440541,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']",17.7544782770736,0.6117021276595744,0.01896750783440541
GO:CC,GO:0030054,cell junction,1.8618591820808398e-18,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",2370,187,68,22155,0.36363636363636365,0.02869198312236287,query_1,['GO:0110165'],17.73005316908932,0.36363636363636365,0.02869198312236287
GO:BP,GO:0046903,secretion,2.083664627889082e-18,True,"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]",971,188,45,20972,0.2393617021276596,0.046343975283213185,query_1,['GO:0006810'],17.681172180755407,0.2393617021276596,0.046343975283213185
GO:BP,GO:0008015,blood circulation,2.6516247952943494e-18,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",511,188,34,20972,0.18085106382978725,0.06653620352250489,query_1,['GO:0003013'],17.576487928555864,0.18085106382978725,0.06653620352250489
GO:BP,GO:0055085,transmembrane transport,2.7164519789513245e-18,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1555,188,56,20972,0.2978723404255319,0.0360128617363344,query_1,"['GO:0006810', 'GO:0009987']",17.565997967957994,0.2978723404255319,0.0360128617363344
GO:BP,GO:0010628,positive regulation of gene expression,3.552467480715354e-18,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1184,188,49,20972,0.26063829787234044,0.041385135135135136,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']",17.449469888913658,0.26063829787234044,0.041385135135135136
GO:BP,GO:0071396,cellular response to lipid,5.39612561940849e-18,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",600,188,36,20972,0.19148936170212766,0.06,query_1,"['GO:0033993', 'GO:0070887']",17.267917948699743,0.19148936170212766,0.06
